id,ประเภทร้าน,ชื่อสาขา,ที่อยู่,เบอร์โทร,ค่าเช่า,GP(%),เบอร์โทร Kiosk SIM,SIM Code,วันหมดอายุ,สถานะ
9c89ba6f-f0a2-480a-8210-827dc3ab4373,MOSHI,42 MS TML Thapha,Moshi The mall ท่าพระ	129 ถ. รัชดาภิเษก แขวงบุคคโล เขตธนบุรี กรุงเทพมหานคร 10600 (ชั้น 1),อาทิตยา 0958471275,,60,,,,เปิด
1259abd5-c87e-4e19-8086-f032a572b9a8,WY,43 WY TML Bangkapi,,,3000,,,,,เปิด
43706fd4-75cd-4a8a-a375-3f94b09c3e79,MOSHI,44 MS SC Sri 9:30,,,,60,,,,ปิด
20d1164f-7a10-406f-abcd-70c7e9082b73,MOSHI,45 MS Phuket,Moshi Central ภูเก็ต	74 75 หมู่ที่ 5 ถนน วิชิตสงคราม ตำบล วิชิต อำเภอเมืองภูเก็ต ภูเก็ต 83000 (ชั้น 3 โซน Restaurant ),นภัสวรรณ 0661642922,,60,,,,เปิด
82e4b7fc-b1f2-4ec2-a04d-7f67910b4c63,MOSHI,46 MS Ayuttaya,Moshi อยุธยาซิตี้ปาร์ค	126 หมู่ที่ 3 ถนน สายเอเชีย ตำบลคลองสวนพลู อำเภอ พระนครศรีอยุธยา จังหวัดพระนครศรีอยุธยา 13000 (ชั้น1),จิรัฐติกาล 0632074423,,60,,,,เปิด
fed01664-22f0-49b7-bb5b-f2b565daa6c2,MOSHI,47 MS Chonburi,"Moshi Central ชลบุรี	55/88-89, 55, 91, ถ. สุขุมวิท ตำบล เสม็ด อำเภอเมืองชลบุรี ชลบุรี 20000 (ชั้น G โซนจิวเวลรี่)",นพดล 0961274274,,60,,,,เปิด
db38d754-0a69-4479-b8cc-f1acf0c0a351,MOSHI,48 MS Chiangmai Meya,Moshi เมญ่า เชียงใหม่	55/5 ถ. ซุปเปอร์ไฮเวย์ ตำบลช้างเผือก อำเภอเมืองเชียงใหม่ เชียงใหม่ 50300 (ชั้น 3),จิตติมา 0944716415,,60,,,,เปิด
cbf3bfb3-7228-4f94-95e6-9fa7375e0916,MOSHI,49 MS Lotus Bangkabi,Moshi Lotus บางกะปิ	3109 ถ. ลาดพร้าว แขวงคลองจั่น บางกะปิ กรุงเทพมหานคร 10240 (ชั้น 2),มนิดา 0638053036,,60,,,,เปิด
3618aae7-e5b0-4d0b-86ab-a6a95fcd4f1f,WY,50 RBS Ratchapuk,,,2140,,,,,เปิด
d993bf13-62c0-4c2b-83b6-cafffa52e5a6,WY,51 Lotus RCP,,,2247,,,,,เปิด
5b06f92f-be34-4672-b5a8-181cb4d77e3e,WY,52 TML Bangkapi,,,,35,,,,เปิด
69452192-d1c7-494a-a84b-a748fddc6a76,WY,53 Siam Paragon,,,,35,,,,เปิด
70cf9e46-e396-4944-9cc2-be033945edfa,WY,54 RBS Sri Sa Marn,,,2140,,,,,เปิด
5b07b8ae-ea4d-4550-85a7-35b45ded9c15,MOSHI,55 MS TML BNK,Moshi The mall บางแค	518 ถ. เพชรเกษม แขวงบางแคเหนือ เขตบางแค กรุงเทพมหานคร 10160 (ชั้น M),เพ็ญนภา 0929503009,,60,,,,เปิด
ace9b8ef-8025-41b3-953a-6c6656de46f3,WY,56 Lotus Sri,,,,,,,,เปิด
18b930e4-66b1-46ac-bcc7-81dacd70dc48,WY,57 Silom Edge FL.2 WY,,,3531,,,,,เปิด
06fc6a3e-de06-4bf5-8709-1ce86745f238,WY,58 Silom Edge FL.2 MK,,,3531,,,,,เปิด
2f3ae61c-c3a3-4f36-9c7f-f15b2f951ccf,WY,59 Lotus Rama3,,,2247,,,,,เปิด
8ef1c729-0ebc-4701-91ea-dbf515a5a584,WY,60 Lotus Rama2,,,2204.2,,,,,เปิด
cda8c996-4eb8-4ec1-bd3d-20a11f01031c,WY,61 Lotus BangPi,,,2204.2,,,,,เปิด
f89467a4-bf67-4d82-a526-982a6a67d054,WY,62 Lotus Rama4,,,2247,,,,,เปิด
5fe17008-c6df-41ab-83b4-cb1fefc4ede3,WY,63 WY SCN SRI Fl.2,,,7488,,,,,เปิด
d0b1259c-3974-4539-b8f9-c9086015d2ba,WY,64 Lotus Klong4,,,2247,,,,,เปิด
fbd833c9-e24c-4a84-bdb7-fbc223d4d7bc,WY,65 CPN World FL.3,,,6794.5,,,,,เปิด
f6e45314-4c03-403b-b180-17a6240830be,WY,66 CPN World FL.7,,,6794.5,,,,,เปิด
b6289fbf-d3c1-43fb-a5c4-06a2ac33c9e0,WY,67 Lotus Rattanathibet,,,2204.2,,,,,เปิด
cad96de9-ab7d-411b-908e-3960e07b06b3,MOSHI,68 MS CPN Nakornphathom,Moshi Central นครปฐม	833 ถ. เพชรเกษม ตำบลสนามจันทร์ อำเภอเมืองนครปฐม นครปฐม 73000 (ชั้น F1),ศิรวารีย์ 0639235096,,60,,,,เปิด
a14b2a37-a992-49b9-8791-cd8c029674c4,MOSHI,69 MS T21 Pataya,"Moshi Terminal พัทยา	777, 777/1 หมู่ 6 ถนนพัทยาเหนือ ต.นาเกลือ อ.บางละมุง จ.ชลบุรี 20150 (ชั้น1 (ฝั่ง Italy))",ธิดาพร 0615433698,,60,,,,เปิด
b1fa7f32-3c5f-497b-b01c-3cceda8c168f,MOSHI,70 MS Bigc loei,Moshi Big-C เลย	114 หมู่ 9 ถ. มลิวรรณ ตำบล นาอาน อำเภอเมืองเลย เลย 42000 (ชั้น 1 (ฝั่งประตู 3)),อุไรรัตน์ 0979485510,,60,,,,เปิด
166fac8e-3d9b-4374-98d1-da986bfee282,MOSHI,71 MS Nakorn Sa Wan,Moshi V Square นครสวรรค์	320/11 ถ. สวรรค์วิถี ตำบลปากน้ำโพ อำเภอเมืองนครสวรรค์ นครสวรรค์ 60000 (ชั้น 3),ปราณี 0961390832,,60,,,,เปิด
dd1a1ce6-20bf-45b2-840c-8033ef4c20cf,WY,72 Lotus Ladproa,,,2204.2,,,,,เปิด
d5308211-68f0-44f6-8aa9-a9cc00097cd9,WY,73 Lotus Charan_70,,,2204.23,,,,,เปิด
6ccd3fec-77cb-4109-88f0-4dc40948e079,WY,74 Lotus Prachachuen,,,2247,,,,,เปิด
fce578eb-fda3-4664-9b79-931a63223dcf,WY,75 With a day RangSit,,,,30,,,,เปิด
ce40c402-8f64-44d6-ab19-c1dee6709ed5,WY,76 WY TML Bangkabi,,,3000,,,,,เปิด
aba8e71c-edc9-42d3-986e-bab8a119863e,WY,77 Lotus Saraburi,,,3210,,,,,เปิด
dfca8d5d-7ca2-48b0-862c-c423ef68a8f3,B2S,78 B2S CPN RM2,บริษัท บีทูเอส จำกัด (สาขาพระราม 2)	160 อาคารศูนย์การค้าเซ็นทรัลพลาซาพระราม 2 ชั้น 4 ถนนพระราม 2 แขวงแสมดำ เขตบางขุนเทียน กรุงเทพมหานคร 10150,เต้ย 093-265-9598,,35,,,,เปิด
8c3ecdeb-b0d2-45ff-b3a1-c680cc4e3250,B2S,79 B2S CPN Salaya,"บริษัท บีทูเอส จำกัด (สาขาซีพีเอ็น ศาลายา)	99/19,99/20 หมู่ที่ 2อาคารศูนย์การค้าเซ็นทรัลพลาซา ศาลายา ห้องเลขที่ 317 ชั้น 3 ตำบลบางเตย อำเภอสามพราน จังหวัดนครปฐม 73210",ก้อย 092-935-6924,,35,,,,เปิด
fe555538-e8ee-40fc-8f74-044dc9b005f2,B2S,80 B2S CPN Nakhon Pathom,บริษัท บีทูเอส จำกัด สาขาซีพีเอ็นนครปฐม	833 ถนนเพชรเกษม ตำบลสนามจันทร์ อำเภอเมืองนครปฐม จังหวัดนครปฐม 73000,พร 081-847-7149,,35,,,,เปิด
8dd52a26-9ad8-43ff-8b5c-e999f9777b82,B2S,81 B2S CPN LadPrao,บริษัท บีทูเอส จำกัด (สาขาลาดพร้าว)	1691 อาคารห้างเซ็นทรัลลาดพร้าว ชั้น บี ถนนพหลโยธิน แขวงจตุจักร เขตจตุจักร กรุงเทพฯ 10900,หนู 089-498-4342,,35,,,,เปิด
794f368a-3978-408f-804e-b44da48d7e31,B2S,82 B2S Fashion Island,"บริษัท บีทูเอส จำกัด (สาขาแฟชั่นไอส์แลนด์)	587,589 ร้านบีทูเอสชั้น3 แฟชั่นไอส์แลนด์ ถนนรามอินทรา แขวงคันนายาว เขตคันนายาว",รุ่งนภา 0659981607,,35,,,,เปิด
9f6c2549-bc7e-4e89-9f08-e478ef34ce61,B2S,83 B2S CPN RangSit,บริษัท บีทูเอส จำกัด (สาขาเซ็นทรัลรังสิต)	94 ห้างเซ็นทรัลฟิวเจอร์พาร์ครังสิต ชั้น บี ถนนพหลโยธิน ตำบลประชาธิปัตย์ อำเภอธัญบุรี จังหวัดปทุมธานี 12130,รัชพล 094-559-1564,,35,,,,เปิด
efd35cec-9285-47cb-a034-0f4e7fbaf62c,B2S,84 B2S CPN RM9,บริษัท บีทูเอส จำกัด (สาขาซีพีเอ็น พระราม 9)	9/9 ศูนย์การค้าเซ็นทรัลพลาซ่าพระราม 9 ห้อง 724 ชั้น 7 ถนนพระราม 9 แขวงห้วยขวาง เขตห้วยขวาง กรุงเทพมหานคร 10310,บัง 095-494-3299,,35,,,,เปิด
8b84ff91-ec07-4961-b647-96b5158ea036,B2S,85 B2S CPN ChitLom,บริษัท บีทูเอส จำกัด (สาขาชิดลม)	1027 อาคารห้างเซ็นทรัลชิดลม ถนนเพลินจิต แขวงลุมพินี เขตปทุมวัน กรุงเทพฯ 10330,บี 089-894-5018,,35,,,,เปิด
adcf55f1-eacf-4e76-bbc3-8cf32d3eb64a,B2S,86 B2S CPN World,"บริษัท บีทูเอส จำกัด (สาขาเซ็นทรัลเวิลด์พลาซา)	4,4/1-4/2,4/4 อาคารศูนย์การค้าเซ็นทรัลเวิลด์ ชั้น 4 ยูนิต D401/1,C417 ถนนราชดำริห์ แขวงปทุมวัน เขตปทุมวัน กรุงเทพมหานคร 10330",ตุ๊ก 084-878-1071,,35,,,,เปิด
64513880-19a4-485d-8eaf-23bbeb29a133,B2S,87 B2S MEGA BangNa,บริษัท บีทูเอส จำกัด (สาขาเมกะบางนา)	39 ห้องเลขที่ 2456 ชั้น 2 หมู่ที่ 6 ถ.บางนา-ตราด ต.บางแก้ว อ.บางพลี จ.สมุทรปราการ 10540,หรั่ง 087-092-0442,,35,,,,เปิด
5b390bab-3482-48af-af07-0e69e18b8d42,B2S,88 B2S SCN Sri,บริษัท บีทูเอส จำกัด สาขาซีคอนศรีนครินทร์	55 ถนนศรีนครินทร์ แขวงหนองบอน เขตประเวศ กรุงเทพมหานคร 10250,แอ๊ด 083-441-8664,,35,,,,เปิด
72e9913a-bb06-4db0-9623-f2254ce12367,B2S,89 B2S CPN Fast EastVille,"บริษัท บีทูเอส จำกัด (สาขาเซ็นทรัลเฟสติวัล อีสต์วิลล์)	เลขที่ 69,69/1,69/2 ห้อง 102 ชั้น 1 , ห้อง 202-203 ชั้น 2 โครงการศูนย์การค้าเซ็นทรัลเฟสติวัล อีสต์วิลล์ ถ.ประดิษฐ์มนูธรรม แขวงลาดพร้าว เขตลาดพร้าว กรุงเทพมหานคร 10230",ต้อม 062-654-5935,,35,,,,เปิด
3cc141ea-310c-42d5-a9ba-7968c51418e7,B2S,90 B2S CPN Ramintra,บริษัท บีทูเอส จำกัด (สาขารามอินทรา)	109/9 อาคารห้างเซ็นทรัลรามอินทรา ถนนรามอินทรา แขวงอนุสาวรีย์ เขตบางเขน กรุงเทพมหานคร 10220,บิ๊ก 061-629-4254,,35,,,,เปิด
c8ed8711-64a5-4eaa-a061-3d03dc14f911,B2S,91 B2S CPN WestGate,"บริษัท บีทูเอส จำกัด (สาขาซีพีเอ็นเวสต์เกต)	199,199/1,199/2 หมู่ที่ 6 อาคารศูนย์การค้าเซ็นทรัลพลาซาเวสต์เกต ห้องเลขที่ 376-378 ชั้น 3 ตำบลเสาธงหิน อำเภอบางใหญ่ จังหวัดนนทบุรี 11140",ก้อย 085-385-3995,,35,,,,เปิด
51c2dabc-dbeb-4524-9374-16efd4715f58,B2S,92 B2S CPN WestVille,บริษัท บีทูเอส จำกัด (สาขาซีพีเอ็นเวสต์วิลล์ )	999 หมู่ที่ 5 ตำบลมหาสวัสดิ์ อำเภอบางกรวย จังหวัดนนทบุรี 11130,รุ้ง 081-408-8469,,35,,,,เปิด
d8fd6eac-f156-478d-9674-ce64162f3bc6,MOSHI,93 MS RBS Roi Et,Moshi Robinson ร้อยเอ็ด	137 หมู่ที่ 3 ถนน รอบเมือง ตำบล ดงลาน อำเภอเมืองร้อยเอ็ด ร้อยเอ็ด 45000 (ชั้น 2 โซนหน้าโรงภาพยนต์),ยูงทอง 0889837319,,60,,,,เปิด
c0f0dc22-b9f3-424a-a055-b13869287054,MOSHI,94 MS Sermthai Complex,Moshi เสริมไทยคอมเพล็กซ์มหาสารคาม	76/1-7 ถนนนครสวรรค์ ตำบล ตลาด อำเภอเมืองมหาสารคาม มหาสารคาม 44000 (ชั้น 2 ติด B2S),วิภาพร 0655177150,,60,,,,เปิด
77dba33d-f69e-4fd7-ab2c-9bf533f7ba19,MOSHI,95 MS BigC Samutpakarn,Moshi Big-C สมุทรปราการ	498/1 ถ. สุขุมวิท ตำบลปากน้ำ อำเภอเมืองสมุทรปราการ สมุทรปราการ 10270 (ชั้น 1),พิราวรรณ 0968438328,,60,,,,เปิด
68d2bda1-4f95-476a-90fd-e0109b524059,MOSHI,96 MS Sri Pong Uttaradit,Moshi ศรีพงษ์ อุตรดิตถ์	 45 1-5 ถนน อินใจมี ท่าอิฐ อำเภอเมืองอุตรดิตถ์ อุตรดิตถ์ 53000 (ชั้น1 หน้าบันไดเลื่อน),ณภัทร 0997587152,,60,,,,เปิด
f19d3ace-cc91-47ba-b68c-2cf405ba4945,MOSHI,97 MS Union Mall,Moshi Union Mall	54 ซ. ลาดพร้าว 1 แขวงจอมพล เขตจตุจักร กรุงเทพมหานคร 10900 (ชั้น 2),ปวีณา 0996407680,,60,,,,เปิด
bdcd90d2-a958-41bc-942a-9491c994d459,MOSHI,98 MS CPN RM2,Moshi Central พระราม 2	160 ถ. พระรามที่ 2 แขวงแสมดำ เขตบางขุนเทียน กรุงเทพมหานคร 10150 (ชั้น 3 โซนพลาซา),กนกพร 0622141221,,60,,,,เปิด
b7994777-f5be-4731-a4bf-2004371116ee,MOSHI,99 MS EPN Kaerai,"Moshi Esplanade งามวงศ์วาน-แคราย	37, 39 ถนน รัตนาธิเบศร์ บางกระสอ อำเภอเมืองนนทบุรี นนทบุรี 11000 (ชั้น G)",ทัศนีย์ 0955197972,,60,,,,เปิด
